228 261 285 295 295 285 261 228
285 322 347 354 354 347 322 285
331 368 392 402 402 392 368 331
368 402 425 436 436 425 402 368
392 425 447 462 462 447 425 392
402 436 462 476 476 462 436 402
402 436 462 476 476 462 436 402
392 425 447 462 462 447 425 392
368 402 425 436 436 425 402 368
331 368 392 402 402 392 368 331
285 322 347 354 354 347 322 285
228 261 285 295 295 285 261 228
