269 355 418 446 446 418 355 269
418 502 554 578 578 554 502 418
526 604 653 677 677 653 604 526
604 677 725 749 749 725 677 604
653 725 772 795 795 772 725 653
677 749 795 818 818 795 749 677
677 749 795 818 818 795 749 677
653 725 772 795 795 772 725 653
604 677 725 749 749 725 677 604
526 604 653 677 677 653 604 526
418 502 554 578 578 554 502 418
269 355 418 446 446 418 355 269
