113 129 143 149 149 142 132 113
143 161 174 179 180 172 161 144
166 185 196 202 206 197 184 167
183 204 215 223 222 214 206 186
199 217 229 235 238 230 218 198
208 224 233 242 242 236 219 202
203 223 236 237 242 232 223 204
197 213 228 237 233 235 217 198
185 205 217 227 222 217 204 186
167 185 198 207 202 199 186 167
142 161 172 179 178 172 160 143
113 131 142 148 149 143 131 113
